"","cell1","cell2","cell3","cell4","cell5","cell6"
"spot 1",0.210942777382092,0.34962698371014,0.00161396793438193,0.129900252612353,0.114258961636993,0.19365705672404
"spot 2",0.0669515699813493,0.193447979002388,0.119238041408899,0.0809036785419432,0.529616293707533,0.00984243735788701
"spot 3",0.443210782350698,0.0674870998078398,0.0801962810429997,0.24244035166954,0.0199106190778492,0.146754866051073
"spot 4",0.0199035153014553,0.206949831302834,0.323368206774117,0.221050949274912,0.101961985868948,0.126765511477733
"spot 5",0.0418730655867693,0.0330738371257582,0.225316027819347,0.0690589072204693,0.358761520345711,0.271916641901945
"spot 6",0.539891492107057,0.0355625569070681,0.0515096335785741,0.177503192141271,0.0513479593095809,0.144185165956449
"spot 7",0.0778396252886493,0.261159459291954,0.0901180551322688,0.155388702004585,0.123502946018701,0.291991212263842
"spot 8",0.361673287149964,0.0958993324152302,0.328566980574279,0.0831976744823667,0.075525708445579,0.0551370169325811
"spot 9",0.0660170972433614,0.0796125591492926,0.104031893174174,0.254713268591072,0.487558910622473,0.00806627121962761
"spot 10",0.284964716147898,0.0345114276765512,0.183335044549065,0.39528640246212,0.0307432239908335,0.0711591851735325
"spot 11",0.112603042390125,0.0511233167171084,0.10739299142203,0.50494540776767,0.166921329466223,0.0570139122368437
"spot 12",0.229366934546949,0.0246140159340308,0.12064601096693,0.23292445677273,0.0640578530493517,0.328390728730009
"spot 13",0.00772674494512565,0.514245961772582,0.263563112789056,0.0990090420925723,0.0970456133650248,0.0184095250356383
"spot 14",0.136866992883415,0.0323539781626469,0.122736810395989,0.371581112713862,0.00575352027424428,0.330707585569843
"spot 15",0.176662802925128,0.12892670569446,0.542308335271704,0.0346151222464137,0.073577946453991,0.0439090874083029
"spot 16",0.308636737423511,0.190555023517042,0.0472887597781716,0.00105147441402105,0.266266808752587,0.186201196114667
"spot 17",0.0597117341170543,0.0404741779371595,0.0671948648411604,0.24965871060461,0.284832847835765,0.298127664664251
"spot 18",0.00613100204118202,0.401975730902901,0.305271287410956,0.157641892314876,0.0153511012339787,0.113628986096106
"spot 19",0.241042965613554,0.0746588822407764,0.0952343339294124,0.295415735853074,0.220923975521768,0.0727241068414149
"spot 20",0.294718663801341,0.24248284863474,0.0121131984855668,0.020514123912489,0.00528359108379035,0.424887574082072
"spot 21",0.00238053688671986,0.0984953272858341,0.119802409935772,0.335058507989499,0.187471685232825,0.25679153266935
"spot 22",0.0309453388025119,0.0607280874766334,0.307449061805697,0.113326093439704,0.119283412603707,0.368268005871746
"spot 23",0.0082151486344314,0.0340596262172505,0.145135865274092,0.352995754952678,0.16255111859531,0.297042486326239
"spot 24",0.00238517079202589,0.108656953425499,0.184790654183155,0.219985325452894,0.200478237444602,0.283703658701824
"spot 25",0.00733374439519527,0.0758024390404318,0.236665830393638,0.150253913147383,0.273568392619181,0.256375680404171
"spot 26",0.0515549800108759,0.0968875908766707,0.0313829758717551,0.153640241505167,0.263486920341133,0.403047291394399
"spot 27",0.0315528859741791,0.0447819723223888,0.149125328748479,0.177960506204177,0.173027913041798,0.423551393708978
"spot 28",0.00391653560783447,0.221033054868084,0.141430958929819,0.224062183878669,0.207443316684638,0.202113950030956
"spot 29",0.0379413842067645,0.144578314349066,0.0946644459879687,0.235478293129469,0.203901923038489,0.283435639288243
"spot 30",0.0119630136847578,0.0363970702174178,0.131870675966135,0.196102832434366,0.370835458085618,0.252830949611707
"spot 31",0.0439953553857386,0.0446712805198462,0.221246522834846,0.163988473177878,0.289754626099243,0.236343741982447
"spot 32",0.0200270339475389,0.0468464346426158,0.180565979781289,0.148948876172285,0.147414331486203,0.456197343970068
"spot 33",0.207132717186065,0.373885265679856,0.254285519081501,0.0997730759709894,0.0351215614904252,0.0298018605911633
"spot 34",0.0846206935510161,0.234866858264049,0.35320131307813,0.0842864171304872,0.00623885733708452,0.236785860639233
"spot 35",0.0265026946541279,0.0722053814049337,0.237531624928393,0.231996756053315,0.317530430723663,0.114233112235567
"spot 36",0.0624700055379662,0.206363386533069,0.0976197329593265,0.394387954186799,0.235652911499546,0.00350600928329413
"spot 37",0.0360491080890623,0.61600476325929,0.0319658706049249,0.188261607053958,0.0340598467029288,0.0936588042898364
"spot 38",0.135574995017513,0.368908858170428,0.148764599460095,0.155890985069702,0.057362685585097,0.133497876697165
"spot 39",0.0109936904762297,0.256086198856323,0.0634257387448074,0.159440013552582,0.508274496486093,0.00177986188396394
"spot 40",0.370122558925107,0.030587655210188,0.0273832498763743,0.0361881712304004,0.283398146425338,0.252320218332592
"spot 41",0.175434077408924,0.0228121267741872,0.165766472553859,0.110432782611848,0.34991108726079,0.175643453390392
"spot 42",0.0255216527904899,0.238521303483297,0.132617403023109,0.137277363417235,0.190400287485084,0.275661989800785
"spot 43",0.0999736118939537,0.0570367683125641,0.012731108191713,0.294843308591822,0.270190811688194,0.265224391321753
"spot 44",0.00461746493278532,0.281591191322477,0.0799554166044102,0.135199397125421,0.418057823296601,0.080578706718306
"spot 45",0.107411723634261,0.44648436887685,0.059460160322203,0.16946985103911,0.103365519470452,0.113808376657123
"spot 46",0.281416447118159,0.225109660189321,0.0407654308627869,0.086528340433816,0.174672329844008,0.191507791551909
"spot 47",0.0129186404976447,0.0472013952250471,0.345395546009199,0.151745376577405,0.249495548776649,0.193243492914055
"spot 48",0.135820857359675,0.347808134162243,0.0624281417301473,0.240912165042649,0.0389418730140269,0.174088828691258
"spot 49",0.232717011271945,0.213309245700545,0.0838307954401591,0.311930938494695,0.0717659993777596,0.0864460097148968
"spot 50",0.0385282375631931,0.219043915300971,0.231221678306463,0.41769300964345,0.0161853269606907,0.0773278322252317
"spot 51",0.256080451100254,0.0934393615952782,0.140307199434608,0.323894621104048,0.0941017958425878,0.0921765709232231
"spot 52",0.0574404783891383,0.245826258413365,0.0234400403112535,0.0863505491156104,0.491999741875516,0.0949429318951163
"spot 53",0.0457559527007388,0.0489116834597947,0.074904731718052,0.242008987715658,0.253069266273243,0.335349378132513
"spot 54",0.0141925489916465,0.0925590206872642,0.114160890248827,0.235906092762276,0.229753679508004,0.313427767801982
"spot 55",0.0264316673874921,0.0565843955215605,0.189308062786268,0.212875187011676,0.243239470777084,0.27156121651592
"spot 56",0.0226466263420815,0.0532524922348547,0.0853453306612364,0.29431383712303,0.211429795780107,0.333011917858691
"spot 57",0.0827566945123649,0.0375888424776775,0.136705265870957,0.192892324104145,0.352179843191777,0.197877029843079
"spot 58",0.0362532224484164,0.0782170640475568,0.229441514952422,0.143393977259063,0.17257218346982,0.340122037822721
"spot 59",0.0304031091997557,0.0215816439550948,0.0668070845389674,0.161084480714503,0.380639486623032,0.339484194968648
"spot 60",0.0134122775461595,0.0456730155757155,0.0719928383448358,0.217581606684842,0.305560615401537,0.34577964644691
"spot 61",0.030226541031182,0.0690477552668632,0.163253283410233,0.156608323827135,0.329902921730088,0.250961174734499
"spot 62",0.00191638592780101,0.162457741407713,0.123946487912149,0.139748356347303,0.156460528322191,0.415470500082843
"spot 63",0.00690146160660634,0.0244946313599074,0.105843455399845,0.369108300102444,0.232269186402751,0.261382965128446
"spot 64",0.0149287337092089,0.0709702752022017,0.14662881848703,0.216472822995391,0.284427964297139,0.26657138530903
"spot 65",0.104368898542265,0.286555963657177,0.262826487017432,0.227926599551046,0.0174134333782857,0.100908617853795
"spot 66",0.10474480907015,0.0691463313564519,0.138966174413322,0.303865838618489,0.319528810063418,0.0637480364781695
"spot 67",0.00532753445781168,0.11843630311103,0.588566454208057,0.112735394696612,0.107192490508085,0.0677418230184036
"spot 68",0.289577776907504,0.0374473898868455,0.270885074666862,0.156480005828251,0.160013018442064,0.0855967342684737
"spot 69",0.148901267308749,0.0514673745904228,0.0662626815482064,0.617400778173913,0.0005513060009177,0.115416592377791
"spot 70",0.0290115873477257,0.178619607590898,0.191266540030324,0.236817074135079,0.235405791707429,0.128879399188545
"spot 71",0.0588054062585978,0.0408819145951844,0.141102833628595,0.113057949208132,0.501998862908619,0.144153033400872
"spot 72",0.128247022824816,0.0270948816144261,0.309143699338955,0.308734199989511,0.0322128349998711,0.194567361232421
"spot 73",0.195771477556562,0.00972605487573339,0.308044941321327,0.0456297870494833,0.19149764328644,0.249330095910454
"spot 74",0.354940855408569,0.226393665707736,0.0389965034817346,0.0455812279028133,0.305058201483179,0.0290295460159682
"spot 75",0.119206818331367,0.218085773517061,0.24952500519864,0.0954777641067999,0.165431263901171,0.15227337494496
"spot 76",0.1375807813809,0.0568211513708359,0.779115948824579,0.00491760365436956,0.0027813921276895,0.0187831226416257
"spot 77",0.287101202558761,0.0713440118561434,0.247285619918012,0.160763102461051,0.00326246953497814,0.230243593671055
"spot 78",0.0615082677404198,0.226887981485029,0.205436561338824,0.189193896783273,0.242488170382404,0.0744851222700501
"spot 79",0.184418454993715,0.462484061368479,0.00776435371421476,0.283813990681053,0.036751188044787,0.0247679511977508
"spot 80",0.0182605005694439,0.0736913168715155,0.455341513911302,0.131604691481251,0.00394838205300733,0.31715359511348
"spot 81",0.0446813663402848,0.377044865252648,0.150548277084366,0.0765774103046954,0.0231555240738301,0.327992556944176
"spot 82",0.144896567337319,0.1554448551158,0.14243406014319,0.10334098278877,0.0259826559208451,0.427900878694076
"spot 83",0.0863911169140782,0.0867124756935753,0.541000682958033,0.0549406274655824,0.179804942480579,0.0511501544881528
"spot 84",0.289497059357042,0.0285437957746843,0.153343464090045,0.349081314520224,0.170966514623112,0.00856785163489293
"spot 85",0.0646540418175812,0.0249297791645061,0.104776885468703,0.312709161232662,0.194013740652689,0.298916391663858
"spot 86",0.0484466896125506,0.126822389879327,0.101135759988467,0.15098365957277,0.241062852568745,0.33154864837814
"spot 87",0.00260269575834912,0.0807498446438775,0.0989254760170292,0.156199187804341,0.298516396575252,0.363006399201151
"spot 88",0.089976298256258,0.102371393710553,0.220859149950613,0.152337588719497,0.138866840396938,0.295588728966141
