"method","jaccard"
"DESpace",0.984723634573925
"DESpace",0.986597740405471
"DESpace",0.986490184782599
"DESpace",0.986824747967857
"DESpace",0.986248437418126
"DESpace",0.986323897753302
"DESpace",0.985665372255731
"DESpace",0.986104080534078
"DESpace",0.984139835561072
"DESpace",0.987496703625527
"DESpace",0.991622115953766
"DESpace",0.987931618311135
"DESpace",0.982973442664664
"DESpace",0.988028351914056
"DESpace",0.98635023079259
"DESpace",0.989781443481341
"DESpace",0.986284835565939
"DESpace",0.987295496398685
"DESpace",0.987625111936937
"DESpace",0.984380631900856
"DESpace",0.985180867471083
"DESpace",0.988080918672582
"DESpace",0.987154051520776
"DESpace",0.987406502052272
"DESpace",0.983856413698599
"DESpace",0.986105309270762
"DESpace",0.986982624527405
"DESpace",0.985654412778438
"DESpace",0.988386197920393
"DESpace",0.988360462542493
"DESpace",0.987862618968951
"DESpace",0.987728525319114
"DESpace",0.985520465057487
"DESpace",0.987790034425478
"DESpace",0.986913207860414
"DESpace",0.988151926207165
"DESpace",0.987705901042629
"DESpace",0.983385877783341
"DESpace",0.982378760311777
"DESpace",0.984205801563298
"DESpace",0.989044044708443
"DESpace",0.986630492858344
"DESpace",0.986913827948603
"DESpace",0.984054645712006
"DESpace",0.983979115519563
"DESpace",0.984184710692333
"DESpace",0.988666666666667
"DESpace",0.986666666666667
"DESpace",0.983666666666667
"DESpace",0.986666666666667
